"","date","SO2_1","CO_6","NO_7","NO2_8","PM2.5_9","PM10_10","O3_14","TOL_20","BEN_30","EBE_35","TCH_42","NMHC_44","temp_avg","temp_max","temp_min","precipitation","humidity","wind_avg_speed"
"1535",2015-04-22,5.25,0.279166666666667,7.03260869565217,27.8496376811594,8.22916666666667,18.4405594405594,80.3044871794872,1.54184397163121,0.443571428571429,0.246099290780142,1.46430555555556,0.487916666666667,15.9,22.7,7.6,0,50,11.3
"1607",2015-04-23,5.22685185185185,0.34537037037037,16.3315118397086,43.5154826958106,11.9583333333333,23.5176056338028,59.150641025641,2.83239436619718,0.647552447552448,0.385314685314685,1.53416666666667,0.583333333333333,16.2,24.5,6.8,0,44,8
"1679",2015-04-24,5.86111111111111,0.383644859813084,21.4855072463768,49.7373188405797,13,29.5173611111111,50.4340836012862,3.45107913669065,0.772916666666667,0.55,1.59819444444444,0.563333333333333,16.3,23,8,0,49,8.5
"1751",2015-04-25,4.77934272300469,0.250462962962963,4.07985480943739,16.3284936479129,5.46153846153846,13.3604240282686,72.0064102564103,0.877697841726619,0.289208633093525,0.155395683453237,1.435,0.519722222222222,15.5,20.2,11,0,60,16.7
"1823",2015-04-26,4.75,0.261111111111111,3.84782608695652,20.6974637681159,4.06944444444444,7.36111111111111,59.8108974358974,0.89375,0.334722222222222,0.161805555555556,1.47416666666667,0.56625,12.2,16.4,10,4.83,87,13.7
"1895",2015-04-27,4.81447963800905,0.289285714285714,8.08976660682226,23.9551166965889,4.56944444444444,8.801393728223,65.5047021943574,1.40208333333333,0.445833333333333,0.247916666666667,1.45347222222222,0.583333333333333,13.2,17.9,8.8,12.95,59,16.7
"1967",2015-04-28,5.87866108786611,0.33347280334728,11.9825174825175,35.770979020979,5.70138888888889,11.5555555555556,51.9909638554217,2.78402777777778,0.547916666666667,0.363888888888889,1.49888888888889,0.620555555555556,13.6,20.3,6,0,58,7.2
"2035",2015-04-29,4.90295358649789,0.290376569037657,9.16287215411559,27.8021015761821,7.50694444444444,14.2013888888889,64.4179104477612,1.98333333333333,0.482638888888889,0.281944444444444,1.45492957746479,0.250985915492958,17.2,22,12,0,49,10.7
"2101",2015-04-30,5.49568965517241,0.335,18.9575221238938,39.1061946902655,9.84782608695652,20.3014184397163,51.1148036253776,2.90434782608696,0.652898550724638,0.388405797101449,1.49361111111111,0.13625,16.2,24,7,0,55,8.3
"29",2015-05-01,4.69583333333333,0.219166666666667,4.07118055555556,18.7430555555556,7.15972222222222,15.9097222222222,55.3839285714286,1.22569444444444,0.264583333333333,0.18125,1.47916666666667,0.0556944444444444,18.3,24.2,12,0,59,11.7
"101",2015-05-02,4.66666666666667,0.209583333333333,6.31423611111111,15.8125,7.36111111111111,14.1006944444444,30.3164179104478,1.19930555555556,0.284027777777778,0.202083333333333,1.43527777777778,0.0544444444444444,20.6,27.2,13.8,0,64,13
"173",2015-05-03,4.74583333333333,0.231666666666667,4.96092362344583,21.6536412078153,8.91603053435115,20.2627737226277,50.6875,1.15874125874126,0.277083333333333,0.193006993006993,1.44777777777778,0.0651388888888889,19.7,23,16,0,53,11.7
"245",2015-05-04,5.20416666666667,0.276595744680851,14.7621527777778,30.8645833333333,11.7222222222222,28.0528169014085,47.3839285714286,2.20948905109489,0.484172661870504,0.354676258992806,1.46072463768116,0.0823188405797101,20.4,27.7,14.9,0,47,17.2
"317",2015-05-05,4.77310924369748,0.230833333333333,5.36458333333333,16.7482638888889,4.86111111111111,10.7152777777778,80.6071428571429,1.26764705882353,0.346376811594203,0.205797101449275,1.39972222222222,0.100416666666667,16.3,21.2,11,0,51,20
"389",2015-05-06,5.05020920502092,0.280753138075314,11.2760416666667,35.0138888888889,6.86111111111111,16.03125,65.4464285714286,2.94923076923077,0.53134328358209,0.375373134328358,1.46972222222222,0.132361111111111,15.2,23.2,6,0,39,7.4
"461",2015-05-07,5.87916666666667,0.354811715481172,20.2204861111111,54.5225694444444,11.2377622377622,26.4250871080139,58.1934523809524,3.77246376811594,0.736111111111111,0.61875,1.50416666666667,0.140138888888889,18.4,29,6,0,36,8
"533",2015-05-08,5.02928870292887,0.248117154811715,7.03677758318739,24.553415061296,8.15972222222222,22.6805555555556,70.8978978978979,1.96388888888889,0.444444444444444,0.304166666666667,1.43430555555556,0.0986111111111111,20,25.3,13.9,0,46,15.7
"605",2015-05-09,5.40416666666667,0.33,15.6684027777778,43.4565972222222,10.2847222222222,19.8611111111111,63.3035714285714,2.4531914893617,0.570422535211268,0.392307692307692,1.52402777777778,0.143333333333333,19.7,28.7,10,0,45,4.8
"677",2015-05-10,5.2875,0.326666666666667,13.4086956521739,39.8226086956522,13.0416666666667,25.5451388888889,70.9671641791045,2.53916083916084,0.625694444444444,0.390972222222222,1.52083333333333,0.156805555555556,22.6,31.5,13,0,33,9.3
"749",2015-05-11,5.59832635983264,0.355648535564854,15.7964285714286,47.8142857142857,12.8712121212121,31.6014492753623,70.3492537313433,3.17872340425532,0.653521126760563,0.45,1.53380281690141,0.160281690140845,23,33.1,12,0,31,7.4
"821",2015-05-12,5.83544303797468,0.343347639484979,13.8835125448029,53.6792114695341,15.075,36.4015151515151,74.1897590361446,3.94475524475524,0.711805555555556,0.600694444444444,1.58211267605634,0.172394366197183,24.3,34,12,0,29,7
"893",2015-05-13,6.12605042016807,0.397489539748954,25.0174825174825,64.6346153846154,23.5714285714286,58.0996168582375,44.9041916167665,5.10979020979021,0.927972027972028,0.788111888111888,1.57861111111111,0.196111111111111,25.9,37,14.8,0,27,10.7
"965",2015-05-14,5.24583333333333,0.28875,11.7404181184669,39.2334494773519,17.0625,47.0666666666667,70.8622754491018,2.89078014184397,0.522916666666667,0.402777777777778,1.54875,0.168055555555556,24.8,33,17.7,0,27,17.8
"1037",2015-05-15,4.85,0.215833333333333,2.54861111111111,12.5920138888889,4.86805555555556,20.7638888888889,85.7738095238095,0.808391608391608,0.288194444444444,0.14375,1.41041666666667,0.137638888888889,17.2,23,11,0,36,17
"1109",2015-05-16,4.81666666666667,0.214583333333333,2.98090277777778,14.34375,3.53472222222222,12.7073170731707,79.5595238095238,0.661805555555556,0.224305555555556,0.115972222222222,1.41402777777778,0.140416666666667,18.9,28.1,9,0,33,11.9
"1181",2015-05-17,4.97083333333333,0.237083333333333,6.63715277777778,21.4461805555556,5.27777777777778,14.7326388888889,76.8363095238095,0.953472222222222,0.303472222222222,0.172222222222222,1.41194444444444,0.151527777777778,21.5,30.9,11,0,30,7.4
"1253",2015-05-18,5.43333333333333,0.255833333333333,8.63715277777778,32.4965277777778,8.79166666666667,19.8111888111888,77.2529761904762,2.06739130434783,0.442753623188406,0.280434782608696,1.46236111111111,0.171805555555556,23.1,32,11.9,0,30,9.3
"1325",2015-05-19,5.19166666666667,0.230416666666667,5.35879218472469,23.3836589698046,6.5,21.5381818181818,63.5283582089552,1.80942028985507,0.292028985507246,0.280434782608696,1.43138888888889,0.160277777777778,17.5,22.6,10,0,47,16.3
"1397",2015-05-20,5.15481171548117,0.244769874476987,5.10839160839161,18.3758741258741,4.44055944055944,11.9651567944251,79.1641791044776,1.78515625,0.317910447761194,0.241044776119403,1.43084507042254,0.17056338028169,13.9,21.2,5.6,0,44,14.4
"1469",2015-05-21,5.14583333333333,0.224686192468619,4.61458333333333,17.0243055555556,4.21527777777778,11.1145833333333,83.8498498498498,1.275,0.275,0.174285714285714,1.41652777777778,0.157222222222222,14.9,23,7.7,0,37,13.7
"1541",2015-05-22,5.1,0.228333333333333,4.38811188811189,17.1660839160839,4.99305555555556,12.8727915194346,83.6347305389222,0.967361111111111,0.219444444444444,0.158333333333333,1.42555555555556,0.172916666666667,14.6,22.8,6,0,36,15.7
"1613",2015-05-23,4.99166666666667,0.204166666666667,2.73647469458988,11.2635253054101,6.09722222222222,14.3298611111111,85.5773809523809,0.640972222222222,0.199305555555556,0.129861111111111,1.41347222222222,0.16625,16.1,23.5,9,0,41,16.3
"1685",2015-05-24,4.97916666666667,0.19625,2.37565217391304,10.8608695652174,5.34027777777778,12.2916666666667,79.5582089552239,0.492361111111111,0.171527777777778,0.111111111111111,1.40444444444444,0.156666666666667,17.9,25.6,10,0,41,11.7
"1757",2015-05-25,5.05084745762712,0.229831932773109,5.6282722513089,20.4624781849913,6.74825174825175,13.5435540069686,74.1621621621622,1.44962962962963,0.302158273381295,0.18273381294964,1.41597222222222,0.162916666666667,19.8,27.3,12.9,0,40,9.1
"1829",2015-05-26,5.17647058823529,0.225941422594142,5.84938704028021,20.0577933450088,5.88111888111888,12.6794425087108,71.5349544072948,1.46074074074074,0.305147058823529,0.22578125,1.41111111111111,0.177638888888889,20.3,28.8,11,0,32,11.9
"1901",2015-05-27,5.16806722689076,0.236554621848739,5.08362369337979,23.8101045296167,5.9375,12.6736111111111,74.8835820895522,2.05220588235294,0.280555555555556,0.371641791044776,1.42444444444444,0.191111111111111,21.1,29.5,12,0,30,10.6
"1973",2015-05-28,5.54201680672269,0.285232067510549,9.06620209059233,38.9268292682927,11.3566433566434,24.1783216783217,82.1517857142857,2.77605633802817,0.50625,0.427083333333333,1.47194444444444,0.210138888888889,22.8,32,12.4,0,30,7
"2041",2015-05-29,5.8,0.270833333333333,8.36284722222222,38.875,10.4305555555556,27.6319444444444,75.190332326284,3.98297872340426,0.511111111111111,0.445138888888889,1.48277777777778,0.208333333333333,22.4,30.5,14.6,0,35,9.6
"2107",2015-05-30,5.4625,0.247083333333333,5.83478260869565,31.384347826087,10.7291666666667,17.6245614035088,76.710447761194,2.35625,0.417361111111111,0.304166666666667,1.46652777777778,0.184166666666667,21.2,29.6,12,0,41,8.7
"2167",2015-05-31,5.29166666666667,0.23125,3.86111111111111,23.1354166666667,9.02083333333333,16.7708333333333,80.2529761904762,1.31458333333333,0.324305555555556,0.201388888888889,1.43805555555556,0.188888888888889,22.7,30.9,12.9,0,34,5.9
"35",2015-06-01,5.65,0.257083333333333,7.9808362369338,32.7369337979094,10.7986111111111,24.6805555555556,72.4388059701493,2.75507246376812,0.416666666666667,0.423188405797101,1.46319444444444,0.198611111111111,24.1,31.3,13.6,0,32,8.5
"107",2015-06-02,5.55833333333333,0.267364016736402,8.34031413612565,35.6684118673647,12.0902777777778,25.7038327526132,74.3373134328358,2.98046875,0.481538461538462,0.334615384615385,1.44367647058824,0.180588235294118,25.6,32.6,15.9,0,32,7.4
"179",2015-06-03,5.72384937238494,0.248953974895398,6.33333333333333,32.6230366492147,12.5138888888889,29.7222222222222,84.4770642201835,2.98321678321678,0.448251748251748,0.379136690647482,1.47513888888889,0.188888888888889,26.3,34.4,16.7,0,32,8.5
"251",2015-06-04,5.28333333333333,0.210833333333333,2.5,17.5069444444444,7.72916666666667,17.0625,93.9375,1.9043795620438,0.265277777777778,0.184782608695652,1.48263888888889,0.228611111111111,25.4,32.2,16.4,0,23,9.3
"323",2015-06-05,6.19166666666667,0.235146443514644,5.35652173913043,29.1530434782609,10.6180555555556,24.1180555555556,87.6156156156156,1.92587412587413,0.367361111111111,0.198611111111111,1.47166666666667,0.212222222222222,24.8,32.6,14.6,0,23,7.6
"395",2015-06-06,5.58333333333333,0.235833333333333,3.86284722222222,24.4652777777778,11.5625,26.8090277777778,96.0327380952381,1.64097222222222,0.351388888888889,0.19375,1.46791666666667,0.207222222222222,25.4,34,14.8,0,26,8.3
"467",2015-06-07,5.29583333333333,0.212916666666667,2.51215277777778,18.9288194444444,9.63194444444444,20.9236111111111,103.303571428571,0.915277777777778,0.228472222222222,0.122222222222222,1.43541666666667,0.199027777777778,26.6,34.1,18.5,0,23,8.3
"539",2015-06-08,5.48728813559322,0.248739495798319,5.79895104895105,32.6590909090909,9.80555555555556,22.1091549295775,99.4624624624625,2.05277777777778,0.415277777777778,0.223611111111111,1.45112676056338,0.196901408450704,26,33.2,15.3,0,21,5.9
"611",2015-06-09,5.39330543933054,0.237446808510638,4.44444444444444,27.6049382716049,11.375,33.0384615384615,97.2599388379205,2.01478873239437,0.321527777777778,0.215277777777778,1.44166666666667,0.196805555555556,24.1,33.2,17.7,0,36,13.5
"683",2015-06-10,5.22689075630252,0.258189655172414,6.4452296819788,34.7349823321555,14.5833333333333,24.1302816901408,65.3981762917933,2.525,0.517361111111111,0.341666666666667,1.52197183098592,0.186478873239437,20.9,27.7,16.9,1.02,63,10.6
"755",2015-06-11,5.19491525423729,0.247234042553192,8.71428571428571,32.8835978835979,13.1538461538462,22.2536764705882,54.7319277108434,2.39558823529412,0.511764705882353,0.344117647058824,1.45375,0.188194444444444,18.7,23.8,13,1.52,68,12
"827",2015-06-12,5.02092050209205,0.214782608695652,6.71503496503496,24.7657342657343,9.44915254237288,17.9160305343511,61.3263473053892,1.83166666666667,0.350833333333333,0.188333333333333,1.48732394366197,0.205352112676056,18.9,24.2,14.9,27.69,54,15.4
"899",2015-06-13,4.975,0.220960698689956,4.37326388888889,25.3385416666667,8.375,17.8022813688213,72.4668674698795,1.38166666666667,0.3325,0.178333333333333,1.54791666666667,0.239861111111111,18.6,23.7,14.7,0,45,13.5
"971",2015-06-14,4.85833333333333,0.184166666666667,2.65798611111111,12.4704861111111,4.85,11.3825757575758,82.5044776119403,0.533333333333333,0.1675,0.104166666666667,1.40111111111111,0.190138888888889,17.6,22.5,13.6,0,46,16.9
"1043",2015-06-15,5.13135593220339,0.215416666666667,5.24825174825175,24.9160839160839,4.50862068965517,10.5921568627451,77.5625,1.42900763358779,0.381679389312977,0.188549618320611,1.4525,0.196388888888889,15.6,21.3,12,5.59,70,8.9
"1115",2015-06-16,5.1875,0.23625,7.18086956521739,26.96,6.45833333333333,10.7121212121212,65.0773809523809,1.71510791366906,0.384892086330935,0.245588235294118,1.43014705882353,0.194117647058824,18.9,26.5,11,8.38,52,7.6
"1187",2015-06-17,5.09583333333333,0.217796610169492,4.93913043478261,21.9078260869565,7.15,13.893536121673,71.3392857142857,1.90588235294118,0.266666666666667,0.272222222222222,1.56867647058824,0.321176470588235,20.5,27.1,13,0,44,10.9
"1259",2015-06-18,5.26666666666667,0.265416666666667,7.03125,28.2135416666667,9.85833333333333,17.0540540540541,88.7142857142857,1.84577464788732,0.38169014084507,0.309154929577465,1.46527777777778,0.246111111111111,22.6,30.3,14,0,37,8.7
"1331",2015-06-19,5.11666666666667,0.2225,5.43804537521815,25.1780104712042,9.89915966386555,15.7680608365019,75.8988095238095,1.88819444444444,0.308333333333333,0.226388888888889,1.42180555555556,0.221944444444444,25.3,33.2,16.7,0,31,10.7
"1403",2015-06-20,4.99166666666667,0.24375,6.64521739130435,25.12,6.76666666666667,11.6515151515152,86.3928571428571,1.35208333333333,0.286805555555556,0.195833333333333,1.43,0.239444444444444,25.6,34.3,14.7,0,20,8.5
"1475",2015-06-21,5.1625,0.237916666666667,3.60695652173913,26.1652173913043,11.6416666666667,20.0833333333333,90.9404761904762,1.28680555555556,0.341666666666667,0.184027777777778,1.44875,0.222083333333333,27.4,35.7,16.3,0,27,8.3
"1547",2015-06-22,5.5,0.28093220338983,10.5087719298246,39.6157894736842,16.3583333333333,30.405303030303,85.8855421686747,2.8625,0.599305555555556,0.36875,1.47652777777778,0.2275,28.5,34.5,21,0,30,11.9
"1619",2015-06-23,5.33193277310924,0.24453781512605,6.49734513274336,32.4,13.2416666666667,24.7328244274809,80.6322188449848,2.19191176470588,0.465441176470588,0.2875,1.47777777777778,0.24015873015873,24.3,32.1,17.9,0,42,10.7
"1691",2015-06-24,5.11297071129707,0.240772532188841,5.63796133567663,28.9789103690685,9.35833333333333,16.2272727272727,87.9819277108434,2.22957746478873,0.408333333333333,0.429861111111111,1.43819444444444,0.225555555555556,23.4,31.5,15.5,5.84,41,5.7
"1763",2015-06-25,5.02916666666667,0.254393305439331,7.10122164048866,36.9284467713787,12.218487394958,22.4296577946768,85.5329341317365,2.54751773049645,0.515492957746479,0.374647887323944,1.46430555555556,0.244861111111111,26,33.1,16,0,33,8
"1835",2015-06-26,5.5125,0.326666666666667,13.1486013986014,55.034965034965,16.5833333333333,30.319391634981,70.5795795795796,4.07226277372263,0.746527777777778,0.647916666666667,1.5625,0.299861111111111,27.4,35.7,17,0,27,7.6
"1907",2015-06-27,5.29583333333333,0.273333333333333,6.32118055555556,40.5538194444444,18.0083333333333,29.2159090909091,90.5744047619048,3.06503496503497,0.504861111111111,0.328472222222222,1.50069444444444,0.263611111111111,29.4,38,17.7,0,24,8.1
"1979",2015-06-28,5.14583333333333,0.267083333333333,6.02951388888889,39.3177083333333,17,26.6590909090909,89.8809523809524,1.94652777777778,0.445138888888889,0.311805555555556,1.49791666666667,0.277083333333333,30.7,39.3,19.3,0,21,8.5
"2047",2015-06-29,5.45,0.301666666666667,10.6637478108581,47.3625218914186,18.9333333333333,34.5265151515151,92.3690476190476,2.71830985915493,0.609859154929577,0.360283687943262,1.52583333333333,0.308194444444444,31.6,40,21.7,0,22,6.7
"2113",2015-06-30,5.6375,0.27375,8.38704028021016,41.1085814360771,18.7583333333333,45.5606060606061,84.134328358209,3.42764227642276,0.618248175182482,0.383211678832117,1.69535211267606,0.406619718309859,32,40,21.4,0,21,14.1
"41",2015-07-01,5.31666666666667,0.23875,7.44965277777778,36.2916666666667,14.725,36.7519083969466,87.8779761904762,2.55833333333333,0.559722222222222,0.339583333333333,1.60527777777778,0.328194444444444,30.6,37,22,0,21,12.8
"113",2015-07-02,4.84166666666667,0.217083333333333,7.59162303664921,31.457242582897,8.8728813559322,24.8538461538462,73.6925373134328,1.77416666666667,0.546527777777778,0.264583333333333,1.52486111111111,0.273194444444444,28.1,34,21.8,0,27,10.6
"185",2015-07-03,4.97916666666667,0.237083333333333,4.84494773519164,27.1759581881533,15.625,43.4204545454545,85.8674698795181,2.00087719298246,0.541304347826087,0.221014492753623,1.48166666666667,0.247222222222222,30.2,37.2,21.6,0,34,15.9
"257",2015-07-04,4.95833333333333,0.231666666666667,3.74826388888889,23.4982638888889,13.7083333333333,36.1060606060606,88.2410714285714,1.41442307692308,0.3875,0.16953125,1.48930555555556,0.257916666666667,30.2,38,22,0,31,9.8
"329",2015-07-05,5.175,0.272083333333333,5.94097222222222,35.1857638888889,16.2,38.4772727272727,75.0178571428571,1.76458333333333,0.5625,0.224166666666667,1.62333333333333,0.30625,30.8,38,20.8,0,25,7.8
"401",2015-07-06,5.18987341772152,0.307983193277311,13.4255691768827,51.3660245183888,20.5,53.0950570342205,54.6396396396396,2.86666666666667,0.648837209302326,0.293023255813953,1.575,0.341285714285714,32.2,41,20.9,0,22,10.6
"473",2015-07-07,5.30379746835443,0.305932203389831,18.2918918918919,49.5279279279279,19.0666666666667,52.8598484848485,57.4255319148936,3.11834862385321,0.522556390977444,0.350375939849624,1.65,0.303,32.3,39.1,21.1,0,20,15.6
"545",2015-07-08,4.875,0.272384937238494,10.8073555166375,45.4605954465849,14.1,34.7386363636364,68.4186746987952,2.68666666666667,0.585416666666667,0.232638888888889,1.52486111111111,0.302361111111111,30.8,39.4,20.2,0,17,11.9
"617",2015-07-09,4.78333333333333,0.243333333333333,6.24305555555556,34.0052083333333,12.3,29.7083333333333,87.6101190476191,2.77291666666667,0.420138888888889,0.165972222222222,1.46816901408451,0.303239436619718,30.8,39.2,19.4,0,21,10
"689",2015-07-10,5.07983193277311,0.296638655462185,12.0404929577465,44.9683098591549,13.9583333333333,31.0419847328244,77.7417417417417,3.82083333333333,0.586111111111111,0.256944444444444,1.57625,0.38875,30,38,18.6,0,19,14.4
"761",2015-07-11,4.825,0.2475,4.10763888888889,30.6979166666667,12.2083333333333,27.2992424242424,104.261904761905,2.42708333333333,0.445138888888889,0.175694444444444,1.51402777777778,0.323611111111111,29.7,37.2,18.9,0,22,7.8
"833",2015-07-12,4.55,0.229166666666667,3.01215277777778,24.6423611111111,12.3166666666667,25.8787878787879,99.8035714285714,2.13356643356643,0.351748251748252,0.13986013986014,1.48194444444444,0.261944444444444,30.4,38,19.9,0,23,8
"905",2015-07-13,4.96666666666667,0.263025210084034,5.41463414634146,38.9006968641115,14.0083333333333,29.2462121212121,106.011976047904,2.96312056737589,0.626950354609929,0.292198581560284,1.50361111111111,0.270555555555556,31.3,39,21.2,0,21,8.1
"977",2015-07-14,5.15481171548117,0.294583333333333,8.30208333333333,44.3628472222222,14.4322033898305,32.1564885496183,101.53869047619,3.48823529411765,0.701470588235294,0.265693430656934,1.52444444444444,0.320277777777778,31.9,40,22.3,0,20,6.9
"1049",2015-07-15,4.88085106382979,0.293248945147679,6.09565217391304,44.5860869565217,15.9074074074074,35.7936507936508,108.438805970149,3.66985294117647,0.696323529411765,0.306666666666667,1.54208955223881,0.339402985074627,31.4,39.7,22.2,0,20,7.2
"1121",2015-07-16,4.83620689655172,0.332327586206897,8.68661971830986,52.0316901408451,21.5212765957447,55.3739495798319,78.1158536585366,4.01742424242424,0.90530303030303,0.489393939393939,1.57,0.335625,31.1,39,20.7,0,22,8.9
"1193",2015-07-17,4.60833333333333,0.263025210084034,5.00526315789474,35.6157894736842,16.4150943396226,41.416,95.7738095238095,2.96388888888889,0.617361111111111,0.207638888888889,1.50478873239437,0.25887323943662,30.8,37.1,22.9,0,26,9.3
"1265",2015-07-18,4.2875,0.199583333333333,2.81238938053097,19.6336283185841,10.3916666666667,26.0613026819923,96.3571428571429,1.73333333333333,0.386111111111111,0.122222222222222,1.47736111111111,0.215277777777778,28.9,34,21.7,0.25,33,14.8
"1337",2015-07-19,4.275,0.205833333333333,3.54513888888889,19.7708333333333,7.53389830508475,15.6973180076628,63.9047619047619,1.58055555555556,0.348611111111111,0.1375,1.51041666666667,0.253194444444444,28.8,35,21.1,0,30,7.8
"1409",2015-07-20,4.49122807017544,0.233187772925764,8.69503546099291,31.4698581560284,9.06666666666667,17.8821292775665,65.0307692307692,2.32164179104478,0.51037037037037,0.186666666666667,1.45904761904762,0.232857142857143,30.4,38,20.9,0,30,8.5
"1481",2015-07-21,4.36283185840708,0.235840707964602,10.6146953405018,33.6433691756272,10.7575757575758,21.9021739130435,60.51875,2.12307692307692,0.556060606060606,0.249242424242424,1.46766666666667,0.224333333333333,31.1,38,21.2,0,29,13.7
"1553",2015-07-22,4.14847161572052,0.241228070175439,5.30496453900709,28.436170212766,10.5736434108527,21.2361623616236,69.6977491961415,1.90984848484848,0.41969696969697,0.165151515151515,1.40035714285714,0.195535714285714,29.4,35,22.8,0,38,9.3
"1625",2015-07-23,4.5021645021645,0.240692640692641,6.36814159292035,30.9203539823009,10.1567164179104,17.4424460431655,69.9841772151899,1.7520325203252,0.505691056910569,0.231707317073171,1.4221875,0.21125,29.2,37.2,20.2,0,35,9.6
"1697",2015-07-24,5.18333333333333,0.317796610169492,11.9113043478261,40.4,12.0833333333333,22.5625,63.0149700598802,2.54626865671642,0.782089552238806,0.265671641791045,1.45015384615385,0.2,28.4,36,18.6,0,29,11.3
"1769",2015-07-25,4.925,0.22073732718894,2.79340277777778,17.2361111111111,7.51587301587302,13.2,85.8303571428571,0.860283687943262,0.270921985815603,0.119148936170213,1.42835820895522,0.16865671641791,27.4,34.2,19.6,0,33,9.1
"1841",2015-07-26,5.02916666666667,0.225462962962963,3.28819444444444,18.546875,10.5666666666667,20.5871212121212,82.3154761904762,0.807317073170732,0.263709677419355,0.108870967741935,1.35865384615385,0.107115384615385,29,37,19.1,0,29,10.2
"1913",2015-07-27,5.0625,0.220175438596491,7.85540069686411,27.0121951219512,8.26515151515152,16.7391304347826,60.3035714285714,1.77068965517241,0.498333333333333,0.174166666666667,1.42467741935484,0.153548387096774,30.8,39,22.6,0,26,10.4
"1985",2015-07-28,5.46666666666667,0.252916666666667,7.79787234042553,34.790780141844,9.92361111111111,22.4599303135888,68.4375,2.40161290322581,0.625984251968504,0.233070866141732,1.47402985074627,0.198208955223881,30.3,38,18.8,0,25,9.1
"2053",2015-07-29,5.49367088607595,0.217721518987342,8.14485165794066,31.848167539267,8.35,18.443661971831,63.2710843373494,2.40375939849624,0.584962406015038,0.235338345864662,1.48691176470588,0.230147058823529,29.8,38,19.8,0,23,10.2
"2119",2015-07-30,5.31666666666667,0.213333333333333,5.87673611111111,24.515625,8.35714285714286,19.6830985915493,57.8809523809524,2.1128,0.533846153846154,0.199230769230769,1.43641509433962,0.177924528301887,27.9,35.3,21.5,0,38,10
"2173",2015-07-31,5.34309623430962,0.205020920502092,8.00347826086957,24.2747826086957,6.35460992907801,17.0736842105263,48.5582089552239,2.22624113475177,0.512765957446809,0.198581560283688,1.47225352112676,0.217464788732394,25.8,32,19.8,0,45,14.1
"47",2015-08-01,5.24166666666667,0.195833333333333,2.62673611111111,16.6493055555556,5.6875,9.33680555555556,90.9732142857143,0.857746478873239,0.256338028169014,0.125352112676056,1.44125,0.203888888888889,24.7,32.3,17,0,41,8.1
"119",2015-08-02,5.35,0.241666666666667,6.25868055555556,24.8142361111111,10.1805555555556,21.9548611111111,80.1041666666667,1.16267605633803,0.399295774647887,0.146478873239437,1.46791666666667,0.221666666666667,28.1,36,20.8,0,39,7.6
"191",2015-08-03,5.43881856540084,0.274789915966387,8.18563922942207,37.7127845884413,15.0763888888889,39.3611111111111,66.03003003003,2.43521126760563,0.548591549295775,0.244366197183099,1.58239436619718,0.272535211267606,29.5,37.3,20.4,0,35,10.4
"263",2015-08-04,5.30508474576271,0.240167364016736,5.79406631762653,26.7347294938918,12.043795620438,27,84.2042042042042,1.8375,0.501388888888889,0.173611111111111,1.47014084507042,0.281408450704225,30.6,36,23.7,0,26,10.9
"335",2015-08-05,5.76890756302521,0.287394957983193,8.02460456942003,39.3567662565905,12.3333333333333,26.2112676056338,72.1107784431138,2.69444444444444,0.604166666666667,0.295833333333333,1.56597222222222,0.317638888888889,28.9,37,17.9,0,22,12.4
"407",2015-08-06,5.87659574468085,0.305555555555556,13.7065026362039,48.0984182776801,11.1205673758865,25.1035714285714,62.2835820895522,3.46153846153846,0.590909090909091,0.283216783216783,1.57541666666667,0.337361111111111,28.7,38.3,15.8,0,15,12
"479",2015-08-07,5.47083333333333,0.290794979079498,12.290780141844,40.7730496453901,19.3555555555556,66.2581818181818,60.8018018018018,2.88611111111111,0.601388888888889,0.310416666666667,1.62708333333333,0.271666666666667,29.1,37,17.9,0,19,15.2
"551",2015-08-08,5.47916666666667,0.307112970711297,2.81964285714286,20.9607142857143,28.2015503875969,65.2014652014652,80.8388059701493,1.28541666666667,0.538194444444444,0.193055555555556,1.55169014084507,0.104647887323944,28.5,35,20,0,34,16.1
"623",2015-08-09,5.45416666666667,0.2025,2.84547069271758,16.0515097690941,8.00763358778626,14.9054545454545,83.1696428571429,0.655555555555556,0.295138888888889,0.118055555555556,1.42847222222222,0.0726388888888889,24.8,34,15.8,0,33,9.6
"695",2015-08-10,5.35,0.2475,5.7787456445993,28.6062717770035,11.4861111111111,28.6538461538462,73.6059701492537,1.54305555555556,0.49375,0.185416666666667,1.47111111111111,0.154861111111111,27.6,37,17,0,29,8.3
"767",2015-08-11,5.55833333333333,0.254583333333333,7.34201388888889,31.1076388888889,19.3055555555556,53.1254355400697,64.9077380952381,2.51571428571429,0.444285714285714,0.199280575539568,1.53569444444444,0.230416666666667,29.5,34.3,21,0,28,13.1
"839",2015-08-12,5.34893617021277,0.241304347826087,8.31834532374101,30.3363309352518,9.9375,28.2752613240418,67.7305389221557,2.035,0.407857142857143,0.200714285714286,1.5525,0.242083333333333,27.2,34.1,18,0,23,10.9
"911",2015-08-13,5.14225941422594,0.199166666666667,3.40714285714286,13.7392857142857,4.1830985915493,13.7342657342657,68.3701492537313,1.00354609929078,0.287943262411348,0.143262411347518,1.44486111111111,0.189861111111111,24,28,19.1,0,36,19.4
"983",2015-08-14,5.1875,0.200833333333333,4.04173913043478,18.1008695652174,4.36111111111111,11.5208333333333,67.8597014925373,1.19154929577465,0.343661971830986,0.184507042253521,1.49676056338028,0.197323943661972,21.9,27.6,15,0,39,7
